date,price,eps,pe,ticker
2019-09-30,170.4,$5.32,32.03,V
2019-06-30,171.93,$5.21,33.0,V
2019-03-31,154.5,$4.84,31.92,V
2018-12-31,130.28,$4.64,28.08,V
2018-09-30,147.94,$4.41,33.55,V
2018-06-30,130.36,$4.08,31.95,V
2018-03-31,117.54,$3.94,29.83,V
2017-12-31,111.85,$3.01,37.16,V
2017-09-30,103.06,$2.80,36.81,V
2017-06-30,91.69,$2.69,34.08,V
2017-03-31,86.73,$2.00,43.37,V
2016-12-31,76.0,$2.53,30.04,V
2016-09-30,80.39,$2.47,32.55,V
2016-06-30,71.98,$2.30,31.29,V
2016-03-31,74.08,$2.82,26.27,V
2015-12-31,74.97,$2.74,27.36,V
2015-09-30,67.23,$2.57,26.13,V
2021-04-16,137.25,$0.79,173.73,WING
2020-12-31,132.4,$0.79,167.59,WING
2020-09-30,131.27,$1.10,119.34,WING
2020-06-30,133.38,$0.96,138.94,WING
2020-03-31,76.43,$0.74,103.28,WING
2019-12-31,82.58,$0.69,119.68,WING
2019-09-30,83.47,$0.67,124.58,WING
2019-06-30,90.52,$0.68,133.11,WING
2019-03-31,72.56,$0.74,98.05,WING
2018-12-31,61.26,$0.73,83.92,WING
2018-09-30,62.05,$1.01,61.44,WING
2018-06-30,47.31,$0.97,48.77,WING
2018-03-31,42.81,$0.92,46.53,WING
2017-12-31,32.91,$0.93,35.38,WING
2017-09-30,28.02,$0.72,38.91,WING
2017-06-30,25.98,$0.64,40.6,WING
2017-03-31,23.78,$0.60,39.63,WING
2016-12-31,24.88,$0.53,46.94,WING
2016-09-30,24.64,$0.51,48.31,WING
2016-06-30,20.59,$0.53,38.84,WING
2016-03-31,17.13,$0.41,41.79,WING
2021-04-16,42.23,$-0.54,0.0,WORK
2020-10-31,25.58,$-0.54,0.0,WORK
2020-07-31,29.55,$-0.58,0.0,WORK
2020-04-30,26.69,$-1.43,0.0,WORK
2021-04-16,329.95,$2.25,146.64,ZM
2021-01-31,372.07,$2.25,165.36,ZM
2020-10-31,460.91,$1.43,322.31,ZM
2020-07-31,253.91,$0.78,325.53,ZM
2020-04-30,135.17,$0.17,795.12,ZM
2020-01-31,76.3,$0.08,953.75,ZM
2021-04-16,106.8,$3.06,34.95,NTES
2020-09-30,90.68,$3.06,29.67,NTES
2020-06-30,85.39,$5.15,16.57,NTES
2020-03-31,63.65,$4.86,13.09,NTES
2019-12-31,60.6,$4.65,13.04,NTES
2019-09-30,51.37,$4.36,11.79,NTES
2019-06-30,49.15,$1.98,24.8,NTES
2019-03-31,46.27,$1.78,25.97,NTES
2018-12-31,45.01,$1.41,31.83,NTES
2018-09-30,43.65,$1.33,32.87,NTES
2018-06-30,48.17,$1.54,31.28,NTES
2018-03-31,53.41,$1.71,31.16,NTES
2017-12-31,65.64,$2.39,27.47,NTES
2017-09-30,50.08,$2.89,17.3,NTES
2017-06-30,56.89,$2.94,19.33,NTES
2017-03-31,53.55,$2.90,18.45,NTES
2016-12-31,40.47,$2.62,15.45,NTES
2016-09-30,45.1,$2.32,19.42,NTES
2016-06-30,36.06,$2.15,16.79,NTES
2016-03-31,26.67,$1.88,14.22,NTES
2015-12-31,33.52,$1.61,20.82,NTES
2015-09-30,22.14,$1.42,15.61,NTES
2015-06-30,26.6,$1.26,21.14,NTES
2015-03-31,19.28,$1.21,15.99,NTES
2014-12-31,18.09,$1.17,15.43,NTES
2021-04-16,76.22,$-0.28,0.0,PINS
2020-12-31,65.9,$-0.28,0.0,PINS
2020-09-30,41.51,$-0.64,0.0,PINS
2020-06-30,22.17,$-0.71,0.0,PINS
2020-03-31,15.44,$-3.16,0.0,PINS
2021-04-16,1207.8,$2.55,473.65,SHOP
2020-12-31,1131.95,$2.55,443.9,SHOP
2020-09-30,1022.97,$1.57,651.57,SHOP
2020-06-30,949.2,$-0.61,0.0,SHOP
2020-03-31,416.93,$-1.16,0.0,SHOP
2019-12-31,397.58,$-1.11,0.0,SHOP
2019-09-30,311.66,$-1.13,0.0,SHOP
2019-06-30,300.15,$-0.71,0.0,SHOP
2019-03-31,206.62,$-0.68,0.0,SHOP
2018-12-31,138.45,$-0.62,0.0,SHOP
2018-09-30,164.46,$-0.64,0.0,SHOP
2018-06-30,145.89,$-0.51,0.0,SHOP
2018-03-31,124.59,$-0.43,0.0,SHOP
2017-12-31,101.0,$-0.42,0.0,SHOP
2017-09-30,116.49,$-0.49,0.0,SHOP
2017-06-30,86.9,$-0.51,0.0,SHOP
2017-03-31,68.09,$-0.46,0.0,SHOP
2016-12-31,42.87,$-0.42,0.0,SHOP
2016-09-30,42.92,$-0.40,0.0,SHOP
2016-06-30,30.76,$-0.35,0.0,SHOP
2016-03-31,28.21,$-0.31,0.0,SHOP
