date,price,eps,pe,ticker
2021-04-16,134.16,$3.69,36.33,AAPL
2020-12-31,132.49,$3.69,35.88,AAPL
2020-09-30,115.44,$3.26,35.41,AAPL
2020-06-30,90.74,$3.29,27.6,AAPL
2020-03-31,63.08,$3.19,19.79,AAPL
2019-12-31,72.67,$3.17,22.96,AAPL
2019-09-30,55.27,$2.96,18.65,AAPL
2019-06-30,48.65,$2.93,16.59,AAPL
2019-03-31,46.51,$2.97,15.65,AAPL
2018-12-31,38.46,$3.04,12.65,AAPL
2018-09-30,54.85,$2.97,18.48,AAPL
2018-06-30,44.82,$2.76,16.25,AAPL
2018-03-31,40.46,$2.59,15.62,AAPL
2017-12-31,40.65,$2.43,16.71,AAPL
2017-09-30,36.89,$2.30,16.04,AAPL
2017-06-30,34.33,$2.20,15.61,AAPL
2017-03-31,34.11,$2.14,15.96,AAPL
2016-12-31,27.38,$2.09,13.12,AAPL
2016-09-30,26.59,$2.07,12.86,AAPL
2016-06-30,22.36,$2.14,10.45,AAPL
2016-03-31,25.34,$2.25,11.27,AAPL
2015-12-31,24.34,$2.36,10.34,AAPL
2015-09-30,25.32,$2.30,11.01,AAPL
2021-04-16,525.08,$11.49,45.7,ADBE
2021-02-28,459.67,$11.49,40.01,ADBE
2020-11-30,478.47,$10.84,44.14,ADBE
2020-08-31,513.39,$7.94,64.66,ADBE
2020-05-31,386.6,$7.58,51.0,ADBE
2020-02-29,345.12,$6.60,52.29,ADBE
2019-11-30,309.53,$6.00,51.59,ADBE
2019-08-31,284.51,$5.63,50.53,ADBE
2019-05-31,270.9,$5.36,50.54,ADBE
2019-02-28,262.5,$5.40,48.61,ADBE
2018-11-30,250.89,$5.21,48.16,ADBE
2018-08-31,263.51,$4.84,54.44,ADBE
2018-05-31,249.28,$4.34,57.44,ADBE
2018-02-28,209.13,$3.76,55.62,ADBE
2017-11-30,181.47,$3.39,53.53,ADBE
2017-08-31,155.16,$3.19,48.64,ADBE
2017-05-31,141.86,$2.89,49.09,ADBE
2017-02-28,118.34,$2.62,45.17,ADBE
2016-11-30,102.81,$2.32,44.31,ADBE
2016-08-31,102.31,$1.96,52.2,ADBE
2016-05-31,99.47,$1.76,56.52,ADBE
2016-02-29,85.15,$1.57,54.24,ADBE
2015-11-30,91.46,$1.24,73.76,ADBE
2021-04-16,9.33,$-34.80,0.0,AMC
2020-09-30,4.71,$-34.80,0.0,AMC
2020-06-30,4.29,$-26.92,0.0,AMC
2020-03-31,3.16,$-21.37,0.0,AMC
2019-12-31,7.19,$-1.74,0.0,AMC
2019-09-30,10.38,$-1.18,0.0,AMC
2019-06-30,8.89,$-1.47,0.0,AMC
2019-03-31,13.9,$-1.47,0.0,AMC
2018-12-31,11.34,$-0.08,0.0,AMC
2018-09-30,18.66,$-2.65,0.0,AMC
2018-06-30,13.32,$-2.16,0.0,AMC
2018-03-31,11.61,$-3.68,0.0,AMC
2017-12-31,12.32,$-3.75,0.0,AMC
2017-09-30,11.82,$-1.28,0.0,AMC
2017-06-30,18.03,$-0.64,0.0,AMC
2017-03-31,24.71,$0.95,26.02,AMC
2016-12-31,26.27,$1.17,22.45,AMC
2016-09-30,24.12,$1.26,19.15,AMC
2016-06-30,21.28,$1.07,19.89,AMC
2016-03-31,21.43,$1.28,16.74,AMC
2015-12-31,18.23,$1.05,17.36,AMC
2021-04-16,82.15,$2.04,40.27,AMD
2020-12-31,91.71,$2.04,44.96,AMD
2020-09-30,81.99,$0.74,110.8,AMD
2020-06-30,52.61,$0.53,99.26,AMD
2020-03-31,45.48,$0.43,105.77,AMD
2019-12-31,45.86,$0.30,152.87,AMD
2019-09-30,28.99,$0.19,152.58,AMD
2019-06-30,30.37,$0.17,178.65,AMD
2019-03-31,25.52,$0.25,102.08,AMD
2018-12-31,18.46,$0.32,57.69,AMD
2018-09-30,30.89,$0.34,90.85,AMD
2018-06-30,14.99,$0.32,46.84,AMD
2018-03-31,10.05,$0.19,52.89,AMD
2017-12-31,10.28,$0.03,342.67,AMD
2017-09-30,12.75,$-0.09,0.0,AMD
2017-06-30,12.48,$-0.66,0.0,AMD
2017-03-31,14.55,$-0.56,0.0,AMD
2016-12-31,11.34,$-0.62,0.0,AMD
2016-09-30,6.91,$-0.69,0.0,AMD
2016-06-30,5.14,$-0.44,0.0,AMD
2016-03-31,2.85,$-0.75,0.0,AMD
2015-12-31,2.87,$-0.84,0.0,AMD
2021-04-16,3399.44,$41.77,81.38,AMZN
2020-12-31,3256.93,$41.77,77.97,AMZN
2020-09-30,3148.73,$34.15,92.2,AMZN
2020-06-30,2758.82,$26.01,106.07,AMZN
2020-03-31,1949.72,$20.93,93.15,AMZN
2019-12-31,1847.84,$23.01,80.31,AMZN
2019-09-30,1735.91,$22.58,76.88,AMZN
2019-06-30,1893.63,$24.10,78.57,AMZN
2019-03-31,1780.75,$23.95,74.35,AMZN
2018-12-31,1501.97,$20.13,74.61,AMZN
2018-09-30,2003.0,$17.84,112.28,AMZN
2018-06-30,1699.8,$12.61,134.8,AMZN
2018-03-31,1447.34,$7.94,182.28,AMZN
2017-12-31,1169.47,$6.15,190.16,AMZN
2017-09-30,961.35,$3.94,244.0,AMZN
2017-06-30,968.0,$3.94,245.69,AMZN
2017-03-31,886.54,$5.32,166.64,AMZN
2016-12-31,749.87,$4.91,152.72,AMZN
2016-09-30,837.31,$4.37,191.6,AMZN
2016-06-30,715.62,$4.02,178.01,AMZN
2016-03-31,593.64,$2.43,244.3,AMZN
2015-12-31,675.89,$1.24,545.07,AMZN
2021-04-16,645.69,$9.81,65.82,ASML
2020-12-31,487.72,$9.81,49.72,ASML
2020-09-30,367.85,$8.94,41.15,ASML
2020-06-30,366.62,$7.64,47.99,ASML
2020-03-31,259.34,$6.94,37.37,ASML
2019-12-31,293.34,$7.34,39.96,ASML
2019-09-30,245.19,$6.48,37.84,ASML
2019-06-30,205.22,$6.68,30.72,ASML
2019-03-31,183.53,$7.04,26.07,ASML
2018-12-31,151.88,$7.16,21.21,ASML
2018-09-30,183.5,$6.81,26.95,ASML
2018-06-30,193.21,$6.47,29.86,ASML
2018-03-31,192.09,$5.92,32.45,ASML
2017-12-31,168.16,$5.49,30.63,ASML
2017-09-30,165.62,$5.05,32.8,ASML
2017-06-30,126.06,$4.57,27.58,ASML
2017-03-31,127.21,$4.42,28.78,ASML
2016-12-31,107.48,$3.81,28.21,ASML
2016-09-30,104.97,$3.22,32.6,ASML
2016-06-30,95.03,$3.01,31.57,ASML
2016-03-31,94.95,$3.04,31.23,ASML
2015-12-31,83.96,$3.52,23.85,ASML
2021-04-16,96.48,$2.83,34.09,ATVI
2020-12-31,92.4,$2.83,32.65,ATVI
2020-09-30,80.56,$2.86,28.17,ATVI
2020-06-30,75.53,$2.34,32.28,ATVI
2020-03-31,58.81,$2.02,29.11,ATVI
2019-12-31,58.75,$1.95,30.13,ATVI
2019-09-30,52.33,$2.11,24.8,ATVI
2019-06-30,46.67,$2.19,21.31,ATVI
2019-03-31,45.02,$2.28,19.74,ATVI
2018-12-31,45.68,$2.35,19.44,ATVI
2018-09-30,81.59,$0.74,110.26,ATVI
2018-06-30,74.85,$0.65,115.16,ATVI
2018-03-31,66.16,$0.45,147.03,ATVI
2017-12-31,61.78,$0.36,171.62,ATVI
2017-09-30,62.95,$1.46,43.11,ATVI
2017-06-30,56.17,$1.47,38.21,ATVI
2017-03-31,48.65,$1.32,36.86,ATVI
2016-12-31,35.02,$1.21,28.94,ATVI
2016-09-30,42.97,$1.09,39.42,ATVI
2016-06-30,38.44,$1.00,38.44,ATVI
2016-03-31,32.82,$1.12,29.31,ATVI
2015-12-31,37.24,$1.20,31.04,ATVI
2021-04-16,238.69,$8.58,27.82,BABA
2020-12-31,232.73,$8.58,27.12,BABA
2020-09-30,293.98,$6.97,42.18,BABA
2020-06-30,215.7,$9.28,23.24,BABA
2020-03-31,194.48,$7.99,24.34,BABA
2019-12-31,212.1,$9.30,22.81,BABA
2019-09-30,167.23,$8.33,20.08,BABA
2019-06-30,169.45,$5.59,30.31,BABA
2019-03-31,182.45,$4.92,37.08,BABA
2018-12-31,137.07,$3.91,35.06,BABA
2018-09-30,164.76,$3.48,47.34,BABA
2018-06-30,185.53,$3.39,54.73,BABA
2018-03-31,183.54,$3.72,49.34,BABA
2017-12-31,172.43,$3.86,44.67,BABA
2017-09-30,172.71,$3.45,50.06,BABA
2017-06-30,140.9,$2.88,48.92,BABA
2017-03-31,107.83,$2.49,43.31,BABA
2016-12-31,87.81,$2.22,39.55,BABA
2016-09-30,105.79,$1.98,53.43,BABA
2016-06-30,79.53,$2.93,27.14,BABA
2016-03-31,79.03,$4.41,17.92,BABA
2015-12-31,81.27,$4.26,19.08,BABA
2015-09-30,58.97,$3.87,15.24,BABA
2015-06-30,82.27,$2.67,30.81,BABA
2021-04-16,39.15,$1.87,20.94,BAC
2020-12-31,30.16,$1.87,16.13,BAC
2020-09-30,23.82,$2.02,11.79,BAC
2020-06-30,23.32,$2.07,11.27,BAC
2020-03-31,20.71,$2.44,8.49,BAC
2019-12-31,34.13,$2.74,12.46,BAC
2019-09-30,28.11,$2.70,10.41,BAC
2019-06-30,27.77,$2.80,9.92,BAC
2019-03-31,26.28,$2.69,9.77,BAC
2018-12-31,23.35,$2.61,8.95,BAC
2018-09-30,27.76,$2.11,13.16,BAC
2018-06-30,26.43,$1.93,13.7,BAC
2018-03-31,28.0,$1.76,15.91,BAC
2017-12-31,27.46,$1.55,17.72,BAC
2017-09-30,23.47,$1.75,13.41,BAC
2017-06-30,22.36,$1.68,13.31,BAC
2017-03-31,21.67,$1.58,13.72,BAC
2016-12-31,20.24,$1.38,14.67,BAC
2016-09-30,14.28,$1.26,11.34,BAC
2016-06-30,12.06,$1.22,9.88,BAC
2016-03-31,12.24,$1.31,9.34,BAC
2015-12-31,15.18,$1.37,11.08,BAC
2021-04-16,46.07,$3.83,12.03,BK
2020-12-31,42.11,$3.83,11.0,BK
2020-09-30,33.78,$4.56,7.41,BK
2020-06-30,37.7,$4.65,8.11,BK
2020-03-31,32.58,$4.65,7.01,BK
2019-12-31,48.35,$4.54,10.65,BK
2019-09-30,43.15,$3.86,11.18,BK
2019-06-30,41.86,$3.85,10.87,BK
2019-03-31,47.54,$3.87,12.29,BK
2018-12-31,44.14,$4.03,10.95,BK
2018-09-30,47.53,$4.27,11.13,BK
2018-06-30,50.01,$4.15,12.05,BK
2018-03-31,47.57,$4.00,11.89,BK
2017-12-31,49.52,$3.73,13.28,BK
2017-09-30,48.52,$3.42,14.19,BK
2017-06-30,46.48,$3.38,13.75,BK
2017-03-31,42.85,$3.25,13.19,BK
2016-12-31,42.81,$3.16,13.55,BK
2016-09-30,35.87,$2.96,12.12,BK
2016-06-30,34.78,$2.80,12.42,BK
2016-03-31,32.83,$2.78,11.81,BK
2015-12-31,36.57,$2.71,13.5,BK
2021-04-16,151.54,$-1.71,0.0,BNTX
2020-12-31,81.52,$-1.71,0.0,BNTX
2021-04-16,272.11,$18.44,14.76,BRK.B
2020-12-31,231.87,$18.44,12.57,BRK.B
2020-09-30,212.94,$15.04,14.16,BRK.B
2020-06-30,178.51,$9.13,19.55,BRK.B
2020-03-31,182.83,$3.99,45.82,BRK.B
2019-12-31,226.5,$33.24,6.81,BRK.B
2019-09-30,208.02,$10.99,18.93,BRK.B
2019-06-30,213.17,$11.76,18.13,BRK.B
2019-03-31,200.89,$10.89,18.45,BRK.B
2018-12-31,204.18,$1.62,126.04,BRK.B
2018-09-30,214.11,$25.12,8.52,BRK.B
2018-06-30,186.65,$19.25,9.7,BRK.B
2018-03-31,199.48,$16.11,12.38,BRK.B
2017-12-31,198.22,$18.22,10.88,BRK.B
2017-09-30,183.32,$7.58,24.18,BRK.B
2017-06-30,169.37,$8.85,19.14,BRK.B
2017-03-31,166.68,$9.15,18.22,BRK.B
2016-12-31,162.98,$9.77,16.68,BRK.B
2016-09-30,144.47,$9.44,15.3,BRK.B
2016-06-30,144.79,$10.34,14.0,BRK.B
2016-03-31,141.88,$9.94,14.27,BRK.B
2015-12-31,132.04,$9.77,13.51,BRK.B
2021-04-16,137.31,$-0.84,0.0,BYND
2020-12-31,125.0,$-0.84,0.0,BYND
2020-09-30,166.06,$-0.45,0.0,BYND
2020-06-30,133.98,$-0.08,0.0,BYND
2020-03-31,66.6,$-0.16,0.0,BYND
2021-04-16,231.91,$4.39,52.83,CRM
2021-01-31,225.56,$4.39,51.38,CRM
2020-10-31,232.27,$3.83,60.64,CRM
2020-07-31,194.85,$2.56,76.11,CRM
2020-04-30,161.95,$-0.18,0.0,CRM
2020-01-31,182.31,$0.20,911.55,CRM
2019-10-31,156.49,$0.94,166.48,CRM
2019-07-31,154.5,$1.19,129.83,CRM
2019-04-30,165.35,$1.47,112.48,CRM
2019-01-31,151.97,$1.44,105.53,CRM
2018-10-31,137.24,$1.07,128.26,CRM
2018-07-31,137.15,$1.01,135.79,CRM
2018-04-30,120.99,$0.64,189.05,CRM
2018-01-31,113.91,$0.17,670.06,CRM
2017-10-31,102.34,$0.01,10234.0,CRM
2017-07-31,90.8,$-0.11,0.0,CRM
2017-04-30,86.12,$0.20,430.6,CRM
2017-01-31,79.1,$0.27,292.96,CRM
2016-10-31,75.16,$0.30,250.53,CRM
2016-07-31,81.8,$0.31,263.87,CRM
2016-04-30,75.8,$-0.02,0.0,CRM
2016-01-31,68.06,$-0.07,0.0,CRM
2021-04-16,44.11,$2.44,18.08,CSIQ
2020-12-31,51.24,$2.44,21.0,CSIQ
2020-09-30,35.1,$3.45,10.17,CSIQ
2020-06-30,19.27,$4.26,4.52,CSIQ
2020-03-31,15.91,$4.96,3.21,CSIQ
2019-12-31,22.1,$2.83,7.81,CSIQ
2019-09-30,18.88,$3.52,5.36,CSIQ
2019-06-30,21.83,$3.65,5.98,CSIQ
2019-03-31,18.63,$2.87,6.49,CSIQ
2018-12-31,14.34,$3.88,3.7,CSIQ
2018-09-30,14.5,$3.08,4.71,CSIQ
2018-06-30,12.24,$2.21,5.54,CSIQ
2018-03-31,16.27,$2.58,6.31,CSIQ
2017-12-31,16.86,$1.63,10.34,CSIQ
2017-09-30,16.84,$0.39,43.18,CSIQ
2017-06-30,15.92,$0.44,36.18,CSIQ
2017-03-31,12.27,$0.49,25.04,CSIQ
2016-12-31,12.18,$1.11,10.97,CSIQ
2016-09-30,13.74,$2.39,5.75,CSIQ
2016-06-30,15.12,$2.65,5.71,CSIQ
2016-03-31,19.28,$2.28,8.46,CSIQ
2015-12-31,28.96,$2.93,9.88,CSIQ
2015-09-30,16.63,$3.63,4.58,CSIQ
2015-06-30,28.6,$4.05,7.06,CSIQ
2015-03-31,33.39,$4.13,8.08,CSIQ
2021-04-16,187.26,$-2.74,0.0,DIS
2020-12-31,181.18,$-2.74,0.0,DIS
2020-09-30,124.08,$-1.59,0.0,DIS
2020-06-30,111.51,$-0.62,0.0,DIS
2020-03-31,96.6,$2.96,32.64,DIS
2019-12-31,144.63,$6.26,23.1,DIS
2019-09-30,129.54,$6.96,18.61,DIS
2019-06-30,137.95,$7.93,17.4,DIS
2019-03-31,109.69,$8.91,12.31,DIS
2018-12-31,108.33,$7.31,14.82,DIS
2018-09-30,114.63,$8.36,13.71,DIS
2018-06-30,101.92,$7.94,12.84,DIS
2018-03-31,97.67,$7.50,13.02,DIS
2017-12-31,104.55,$7.05,14.83,DIS
2017-09-30,95.09,$5.69,16.71,DIS
2017-06-30,101.73,$5.66,17.97,DIS
2017-03-31,108.56,$5.74,18.91,DIS
2016-12-31,99.78,$5.54,18.01,DIS
2016-09-30,88.24,$5.72,15.43,DIS
2016-06-30,92.29,$5.57,16.57,DIS
2016-03-31,93.69,$5.43,17.25,DIS
2015-12-31,99.14,$5.36,18.5,DIS
2015-09-30,95.81,$4.90,19.55,DIS
2021-04-16,141.05,$4.03,35.0,EA
2020-12-31,143.42,$4.03,35.59,EA
2020-09-30,130.07,$4.49,28.97,EA
2020-06-30,131.71,$6.75,19.51,EA
2020-03-31,99.91,$10.25,9.75,EA
2019-12-31,107.23,$9.51,11.28,EA
2019-09-30,97.57,$9.19,10.62,EA
2019-06-30,101.0,$7.13,14.17,EA
2019-03-31,101.37,$3.33,30.44,EA
2018-12-31,78.71,$4.59,17.15,EA
2018-09-30,120.18,$3.13,38.4,EA
2018-06-30,140.66,$2.23,63.07,EA
2018-03-31,120.93,$3.34,36.21,EA
2017-12-31,104.79,$3.20,32.75,EA
2017-09-30,117.76,$3.80,30.99,EA
2017-06-30,105.45,$3.74,28.19,EA
2017-03-31,89.29,$3.08,28.99,EA
2016-12-31,78.56,$4.06,19.35,EA
2016-09-30,85.18,$3.92,21.73,EA
2016-06-30,75.57,$3.60,20.99,EA
2016-03-31,65.94,$3.52,18.73,EA
2015-12-31,68.54,$1.92,35.7,EA
2015-09-30,67.58,$2.50,27.03,EA
2015-06-30,66.33,$2.96,22.41,EA
2015-03-31,58.66,$2.68,21.89,EA
2021-04-16,150.01,$0.90,166.68,ENPH
2020-12-31,175.47,$0.90,194.97,ENPH
2020-09-30,82.59,$1.28,64.52,ENPH
2020-06-30,47.57,$1.23,38.67,ENPH
2020-03-31,32.29,$1.69,19.11,ENPH
2019-12-31,26.13,$1.21,21.6,ENPH
2019-09-30,22.23,$0.34,65.38,ENPH
2019-06-30,18.23,$0.08,227.88,ENPH
2019-03-31,9.23,$-0.04,0.0,ENPH
2018-12-31,4.73,$-0.12,0.0,ENPH
2018-09-30,4.85,$-0.16,0.0,ENPH
2018-06-30,6.73,$-0.21,0.0,ENPH
2018-03-31,4.57,$-0.31,0.0,ENPH
2017-12-31,2.41,$-0.55,0.0,ENPH
2017-09-30,1.52,$-0.73,0.0,ENPH
2017-06-30,0.87,$-1.05,0.0,ENPH
2017-03-31,1.37,$-1.27,0.0,ENPH
2016-12-31,1.01,$-1.38,0.0,ENPH
2016-09-30,1.18,$-1.52,0.0,ENPH
2016-06-30,1.99,$-1.11,0.0,ENPH
2016-03-31,2.33,$-0.76,0.0,ENPH
2015-12-31,3.51,$-0.49,0.0,ENPH
2021-04-16,219.99,$2.63,83.65,ETSY
2020-12-31,177.91,$2.63,67.65,ETSY
2020-09-30,121.63,$1.80,67.57,ETSY
2020-06-30,106.23,$1.22,87.07,ETSY
2020-03-31,38.44,$0.61,63.02,ETSY
2019-12-31,44.3,$0.75,59.07,ETSY
2019-09-30,56.5,$0.82,68.9,ETSY
2019-06-30,61.37,$0.85,72.2,ETSY
2019-03-31,67.22,$0.74,90.84,ETSY
2018-12-31,47.57,$0.60,79.28,ETSY
2018-09-30,51.38,$0.64,80.28,ETSY
2018-06-30,42.19,$0.70,60.27,ETSY
2018-03-31,28.06,$0.77,36.44,ETSY
2017-12-31,20.45,$0.67,30.52,ETSY
2017-09-30,16.88,$0.12,140.67,ETSY
2017-06-30,15.0,$-0.11,0.0,ETSY
2017-03-31,10.63,$-0.27,0.0,ETSY
2016-12-31,11.78,$-0.26,0.0,ETSY
2016-09-30,14.28,$-0.11,0.0,ETSY
2016-06-30,9.59,$-0.15,0.0,ETSY
2016-03-31,8.7,$-0.16,0.0,ETSY
2021-04-16,306.18,$10.10,30.31,FB
2020-12-31,273.16,$10.10,27.05,FB
2020-09-30,261.9,$8.78,29.83,FB
2020-06-30,227.07,$8.19,27.73,FB
2020-03-31,166.8,$7.30,22.85,FB
2019-12-31,205.25,$6.44,31.87,FB
2019-09-30,178.08,$6.26,28.45,FB
2019-06-30,193.0,$5.90,32.71,FB
2019-03-31,166.69,$6.73,24.77,FB
2018-12-31,131.09,$7.57,17.32,FB
2018-09-30,164.46,$6.63,24.81,FB
2018-06-30,194.32,$6.46,30.08,FB
2018-03-31,159.79,$6.04,26.46,FB
2017-12-31,176.46,$5.39,32.74,FB
2017-09-30,170.87,$5.16,33.11,FB
2017-06-30,150.98,$4.39,34.39,FB
2017-03-31,142.05,$3.78,37.58,FB
2016-12-31,115.05,$3.26,35.29,FB
2016-09-30,128.27,$2.59,49.53,FB
2016-06-30,114.28,$2.08,54.94,FB
2016-03-31,114.1,$1.62,70.43,FB
2015-12-31,104.66,$1.28,81.77,FB
2021-04-16,216.17,$-0.43,0.0,FVRR
2020-12-31,195.1,$-0.43,0.0,FVRR
2020-09-30,138.98,$-0.43,0.0,FVRR
2020-06-30,73.82,$-0.68,0.0,FVRR
2020-03-31,25.17,$-1.56,0.0,FVRR
2021-04-16,90.5,$8.19,11.05,FLGT
2020-12-31,52.1,$8.19,6.36,FLGT
2020-09-30,40.04,$2.02,19.82,FLGT
2020-06-30,16.0,$0.12,133.33,FLGT
2020-03-31,10.76,$0.00,0.0,FLGT
2019-12-31,12.9,$-0.01,0.0,FLGT
2019-09-30,10.39,$-0.05,0.0,FLGT
2019-06-30,6.68,$-0.16,0.0,FLGT
2019-03-31,5.95,$-0.24,0.0,FLGT
2018-12-31,3.17,$-0.25,0.0,FLGT
2018-09-30,3.93,$-0.30,0.0,FLGT
2018-06-30,4.14,$-0.33,0.0,FLGT
2018-03-31,4.0,$-0.27,0.0,FLGT
2017-12-31,4.38,$-0.15,0.0,FLGT
2017-09-30,4.79,$0.00,0.0,FLGT
2017-06-30,6.39,$-0.38,0.0,FLGT
2021-04-16,13.39,$0.57,23.49,GE
2020-12-31,10.79,$0.57,18.93,GE
2020-09-30,6.22,$0.36,17.28,GE
2020-06-30,6.81,$-0.58,0.0,GE
2020-03-31,7.9,$-0.33,0.0,GE
2019-12-31,11.09,$-0.62,0.0,GE
2019-09-30,8.88,$-0.61,0.0,GE
2019-06-30,10.42,$-2.15,0.0,GE
2019-03-31,9.9,$-2.07,0.0,GE
2018-12-31,7.23,$-2.62,0.0,GE
2018-09-30,10.77,$-3.82,0.0,GE
2018-06-30,12.86,$-0.99,0.0,GE
2018-03-31,12.62,$-0.93,0.0,GE
2017-12-31,16.2,$-0.72,0.0,GE
2017-09-30,22.3,$0.80,27.87,GE
2017-06-30,24.66,$0.81,30.45,GE
2017-03-31,26.99,$0.98,27.54,GE
2016-12-31,28.39,$0.90,31.54,GE
2016-09-30,26.41,$1.15,22.97,GE
2016-06-30,27.85,$1.18,23.61,GE
2016-03-31,27.92,$0.75,37.23,GE
2015-12-31,27.14,$-0.59,0.0,GE
2021-04-16,154.69,$-4.25,0.0,GME
2020-10-31,10.47,$-4.25,0.0,GME
2020-07-31,4.01,$-4.98,0.0,GME
2020-04-30,5.73,$-7.42,0.0,GME
2020-01-31,3.84,$-4.78,0.0,GME
2019-10-31,5.44,$-6.94,0.0,GME
2019-07-31,4.02,$-10.70,0.0,GME
2019-04-30,8.65,$-6.79,0.0,GME
2019-01-31,10.96,$-6.58,0.0,GME
2018-10-31,13.72,$-5.78,0.0,GME
2018-07-31,13.24,$-0.41,0.0,GME
2018-04-30,12.21,$0.05,244.25,GME
2018-01-31,14.69,$0.35,41.97,GME
2017-10-31,16.01,$3.43,4.67,GME
2017-07-31,18.21,$3.33,5.47,GME
2017-04-30,18.73,$3.38,5.54,GME
2017-01-31,19.92,$3.43,5.81,GME
2016-10-31,19.27,$3.75,5.14,GME
2016-07-31,24.48,$3.79,6.46,GME
2016-04-30,25.61,$3.76,6.81,GME
2016-01-31,20.22,$3.81,5.31,GME
2021-04-16,2297.76,$58.70,39.14,GOOG
2020-12-31,1751.88,$58.70,29.84,GOOG
2020-09-30,1469.6,$51.75,28.4,GOOG
2020-06-30,1413.61,$45.47,31.09,GOOG
2020-03-31,1162.81,$49.55,23.47,GOOG
2019-12-31,1337.02,$49.18,27.19,GOOG
2019-09-30,1219.0,$46.60,26.16,GOOG
2019-06-30,1080.91,$49.54,21.82,GOOG
2019-03-31,1173.31,$39.87,29.43,GOOG
2018-12-31,1035.61,$43.70,23.7,GOOG
2018-09-30,1193.47,$26.58,44.9,GOOG
2018-06-30,1115.65,$23.09,48.32,GOOG
2018-03-31,1031.79,$23.56,43.79,GOOG
2017-12-31,1046.4,$17.96,58.26,GOOG
2017-09-30,959.11,$29.87,32.11,GOOG
2017-06-30,908.73,$27.55,32.98,GOOG
2017-03-31,829.56,$29.54,28.08,GOOG
2016-12-31,771.82,$27.83,27.73,GOOG
2016-09-30,777.29,$27.33,28.44,GOOG
2016-06-30,692.1,$25.81,26.82,GOOG
2016-03-31,744.95,$23.74,31.38,GOOG
2015-12-31,758.88,$22.92,33.11,GOOG
2021-04-16,521.18,$-1.91,0.0,HUBS
2020-12-31,396.44,$-1.91,0.0,HUBS
2020-09-30,292.23,$-1.81,0.0,HUBS
2020-06-30,224.35,$-1.67,0.0,HUBS
2020-03-31,133.19,$-1.41,0.0,HUBS
2019-12-31,158.5,$-1.27,0.0,HUBS
2019-09-30,151.61,$-1.32,0.0,HUBS
2019-06-30,170.52,$-1.45,0.0,HUBS
2019-03-31,166.21,$-1.52,0.0,HUBS
2018-12-31,125.73,$-1.66,0.0,HUBS
2018-09-30,150.95,$-1.68,0.0,HUBS
2018-06-30,125.4,$-1.49,0.0,HUBS
2018-03-31,108.3,$-1.27,0.0,HUBS
2017-12-31,88.4,$-1.08,0.0,HUBS
2017-09-30,84.05,$-1.16,0.0,HUBS
2017-06-30,65.75,$-1.17,0.0,HUBS
2017-03-31,60.55,$-1.23,0.0,HUBS
2016-12-31,47.0,$-1.30,0.0,HUBS
2016-09-30,57.62,$-1.21,0.0,HUBS
2016-06-30,43.42,$-1.31,0.0,HUBS
2016-03-31,43.62,$-1.33,0.0,HUBS
2015-12-31,56.31,$-1.38,0.0,HUBS
2021-04-16,64.75,$4.94,13.11,INTC
2020-12-31,49.53,$4.94,10.03,INTC
2020-09-30,51.11,$5.10,10.02,INTC
2020-06-30,58.65,$5.43,10.8,INTC
2020-03-31,52.76,$5.16,10.23,INTC
2019-12-31,58.06,$4.72,12.3,INTC
2019-09-30,49.72,$4.26,11.67,INTC
2019-06-30,45.88,$4.29,10.69,INTC
2019-03-31,51.15,$4.42,11.57,INTC
2018-12-31,44.42,$4.48,9.92,INTC
2018-09-30,44.48,$3.21,13.86,INTC
2018-06-30,46.48,$2.77,16.78,INTC
2018-03-31,48.42,$2.30,21.05,INTC
2017-12-31,42.63,$1.98,21.53,INTC
2017-09-30,34.96,$2.86,12.22,INTC
2017-06-30,30.75,$2.61,11.78,INTC
2017-03-31,32.63,$2.30,14.19,INTC
2016-12-31,32.58,$2.11,15.44,INTC
2016-09-30,33.65,$2.12,15.87,INTC
2016-06-30,29.02,$2.07,14.02,INTC
2016-03-31,28.37,$2.35,12.07,INTC
2015-12-31,29.95,$2.34,12.8,INTC
2021-04-16,415.82,$6.61,62.91,INTU
2021-01-31,360.72,$6.61,54.57,INTU
2020-10-31,313.74,$7.45,42.11,INTU
2020-07-31,304.92,$6.92,44.06,INTU
2020-04-30,268.07,$5.07,52.87,INTU
2020-01-31,277.99,$6.18,44.98,INTU
2019-10-31,254.81,$5.99,42.54,INTU
2019-07-31,273.87,$5.90,46.42,INTU
2019-04-30,247.51,$6.25,39.6,INTU
2019-01-31,212.38,$5.62,37.79,INTU
2018-10-31,207.16,$4.82,42.98,INTU
2018-07-31,200.1,$4.62,43.31,INTU
2018-04-30,180.7,$4.53,39.89,INTU
2018-01-31,163.81,$3.64,45.0,INTU
2017-10-31,146.99,$3.77,38.99,INTU
2017-07-31,133.19,$3.72,35.8,INTU
2017-04-30,121.23,$3.47,34.94,INTU
2017-01-31,114.48,$3.71,30.86,INTU
2016-10-31,104.67,$3.75,27.91,INTU
2016-07-31,106.51,$3.76,28.33,INTU
2016-04-30,96.56,$3.97,24.32,INTU
2016-01-31,91.15,$1.81,50.36,INTU
2015-10-31,92.69,$1.49,62.21,INTU
2015-07-31,100.29,$1.31,76.56,INTU
2021-04-16,54.44,$2.40,22.68,JBL
2021-02-28,43.17,$2.40,17.99,JBL
2020-11-30,38.15,$1.39,27.45,JBL
